INI_FILE_NAME,PROJECT_NAME,SEQ_NAME,JOB_SEQ_NAME,FINAL_JOB_NAME,TWS_JOB_NAME,TWS_BATCH_NAME, ,JOB_STREAM_TYPE
Alfa_AFNDING_Trans,RIP5_Staging01,,Alfa_AFNDING_Trans,Alfa_AFNDING_Trans,ALL0064,ALL010SC_STG3,,
Alfa_AINCOME_Extract,RIP5_Staging01,,Alfa_AINCOME_Extract,Alfa_AINCOME_Extract,ALL0068,ALL010SC_STG3,,
Alfa_AINCOME_HDS_Load,RIP5_Staging01,,Alfa_AINCOME_HDS_Load,Alfa_AINCOME_HDS_Load,ALL0072,ALL010SC_HDS1,,
Alfa_AINCOME_Load,RIP5_Staging01,,Alfa_AINCOME_Load,Alfa_AINCOME_Load,ALL0071,ALL010SC_STG3,,
Alfa_AINCOME_Trans,RIP5_Staging01,,Alfa_AINCOME_Trans,Alfa_AINCOME_Trans,ALL0070,ALL010SC_STG3,,
Alfa_AINCOTH_Extract,RIP5_Staging01,,Alfa_AINCOTH_Extract,Alfa_AINCOTH_Extract,ALL0074,ALL010SC_STG3,,
Alfa_AINCOTH_HDS_Load,RIP5_Staging01,,Alfa_AINCOTH_HDS_Load,Alfa_AINCOTH_HDS_Load,ALL0078,ALL010SC_HDS1,,
Alfa_AINCOTH_Load,RIP5_Staging01,,Alfa_AINCOTH_Load,Alfa_AINCOTH_Load,ALL0077,ALL010SC_STG3,,
Alfa_AINCOTH_Trans,RIP5_Staging01,,Alfa_AINCOTH_Trans,Alfa_AINCOTH_Trans,ALL0076,ALL010SC_STG3,,
Alfa_AINVHDR_Extract,RIP5_Staging01,,Alfa_AINVHDR_Extract,Alfa_AINVHDR_Extract,ALL0080,ALL010SC_STG3,,
Alfa_AINVHDR_HDS_Load,RIP5_Staging01,,Alfa_AINVHDR_HDS_Load,Alfa_AINVHDR_HDS_Load,ALL0084,ALL010SC_HDS1,,
Alfa_AINVHDR_Load,RIP5_Staging01,,Alfa_AINVHDR_Load,Alfa_AINVHDR_Load,ALL0083,ALL010SC_STG3,,
Alfa_AINVHDR_Trans,RIP5_Staging01,,Alfa_AINVHDR_Trans,Alfa_AINVHDR_Trans,ALL0082,ALL010SC_STG3,,
Alfa_AINVLIN_Extract,RIP5_Staging01,,Alfa_AINVLIN_Extract,Alfa_AINVLIN_Extract,ALL0086,ALL010SC_STG3,,
Alfa_AINVLIN_HDS_Load,RIP5_Staging01,,Alfa_AINVLIN_HDS_Load,Alfa_AINVLIN_HDS_Load,ALL0090,ALL010SC_HDS1,,
Alfa_AINVLIN_Load,RIP5_Staging01,,Alfa_AINVLIN_Load,Alfa_AINVLIN_Load,ALL0089,ALL010SC_STG3,,
Alfa_AINVLIN_Trans,RIP5_Staging01,,Alfa_AINVLIN_Trans,Alfa_AINVLIN_Trans,ALL0088,ALL010SC_STG3,,
Alfa_AMANDPN_Extract,RIP5_Staging01,,Alfa_AMANDPN_Extract,Alfa_AMANDPN_Extract,ALL0092,ALL010SC_STG4,,
Alfa_AMANDPN_HDS_Load,RIP5_Staging01,,Alfa_AMANDPN_HDS_Load,Alfa_AMANDPN_HDS_Load,ALL0096,ALL010SC_HDS1,,
Alfa_AMANDPN_Load,RIP5_Staging01,,Alfa_AMANDPN_Load,Alfa_AMANDPN_Load,ALL0095,ALL010SC_STG4,,
Alfa_AMANDPN_Trans,RIP5_Staging01,,Alfa_AMANDPN_Trans,Alfa_AMANDPN_Trans,ALL0094,ALL010SC_STG4,,
Alfa_AMANTAX_Extract,RIP5_Staging01,,Alfa_AMANTAX_Extract,Alfa_AMANTAX_Extract,ALL0098,ALL010SC_STG4,,
Alfa_AMANTAX_HDS_Load,RIP5_Staging01,,Alfa_AMANTAX_HDS_Load,Alfa_AMANTAX_HDS_Load,ALL0102,ALL010SC_HDS1,,
Alfa_AMANTAX_Load,RIP5_Staging01,,Alfa_AMANTAX_Load,Alfa_AMANTAX_Load,ALL0101,ALL010SC_STG4,,
Alfa_AMANTAX_Trans,RIP5_Staging01,,Alfa_AMANTAX_Trans,Alfa_AMANTAX_Trans,ALL0100,ALL010SC_STG4,,
Alfa_AMSCHST_Extract,RIP5_Staging01,,Alfa_AMSCHST_Extract,Alfa_AMSCHST_Extract,ALL0104,ALL010SC_STG4,,
Alfa_AMSCHST_HDS_Load,RIP5_Staging01,,Alfa_AMSCHST_HDS_Load,Alfa_AMSCHST_HDS_Load,ALL0108,ALL010SC_HDS1,,
Alfa_AMSCHST_Load,RIP5_Staging01,,Alfa_AMSCHST_Load,Alfa_AMSCHST_Load,ALL0107,ALL010SC_STG4,,
Alfa_AMSCHST_Trans,RIP5_Staging01,,Alfa_AMSCHST_Trans,Alfa_AMSCHST_Trans,ALL0106,ALL010SC_STG4,,
Alfa_AMSCINF_Extract,RIP5_Staging01,,Alfa_AMSCINF_Extract,Alfa_AMSCINF_Extract,ALL0110,ALL010SC_STG4,,
Alfa_AMSCINF_HDS_Load,RIP5_Staging01,,Alfa_AMSCINF_HDS_Load,Alfa_AMSCINF_HDS_Load,ALL0114,ALL010SC_HDS1,,
Alfa_AMSCINF_Load,RIP5_Staging01,,Alfa_AMSCINF_Load,Alfa_AMSCINF_Load,ALL0113,ALL010SC_STG4,,
Alfa_AMSCINF_Trans,RIP5_Staging01,,Alfa_AMSCINF_Trans,Alfa_AMSCINF_Trans,ALL0112,ALL010SC_STG4,,
Alfa_AOTHBAL_Extract,RIP5_Staging01,,Alfa_AOTHBAL_Extract,Alfa_AOTHBAL_Extract,ALL0116,ALL010SC_STG4,,
Alfa_AOTHBAL_HDS_Load,RIP5_Staging01,,Alfa_AOTHBAL_HDS_Load,Alfa_AOTHBAL_HDS_Load,ALL0120,ALL010SC_HDS1,,
Alfa_AOTHBAL_Load,RIP5_Staging01,,Alfa_AOTHBAL_Load,Alfa_AOTHBAL_Load,ALL0119,ALL010SC_STG4,,
Alfa_AOTHBAL_Trans,RIP5_Staging01,,Alfa_AOTHBAL_Trans,Alfa_AOTHBAL_Trans,ALL0118,ALL010SC_STG4,,
Alfa_AOTHCHG_Extract,RIP5_Staging01,,Alfa_AOTHCHG_Extract,Alfa_AOTHCHG_Extract,ALL0122,ALL010SC_STG5,,
Alfa_AOTHCHG_HDS_Load,RIP5_Staging01,,Alfa_AOTHCHG_HDS_Load,Alfa_AOTHCHG_HDS_Load,ALL0126,ALL010SC_HDS1,,
Alfa_AOTHCHG_Load,RIP5_Staging01,,Alfa_AOTHCHG_Load,Alfa_AOTHCHG_Load,ALL0125,ALL010SC_STG5,,
Alfa_AOTHCHG_Trans,RIP5_Staging01,,Alfa_AOTHCHG_Trans,Alfa_AOTHCHG_Trans,ALL0124,ALL010SC_STG5,,
Alfa_APAYHDR_Extract,RIP5_Staging01,,Alfa_APAYHDR_Extract,Alfa_APAYHDR_Extract,ALL0128,ALL010SC_STG5,,
Alfa_APAYHDR_HDS_Load,RIP5_Staging01,,Alfa_APAYHDR_HDS_Load,Alfa_APAYHDR_HDS_Load,ALL0132,ALL010SC_HDS1,,
Alfa_APAYHDR_Load,RIP5_Staging01,,Alfa_APAYHDR_Load,Alfa_APAYHDR_Load,ALL0131,ALL010SC_STG5,,
Alfa_APAYHDR_Trans,RIP5_Staging01,,Alfa_APAYHDR_Trans,Alfa_APAYHDR_Trans,ALL0130,ALL010SC_STG5,,
Alfa_APAYLIN_Extract,RIP5_Staging01,,Alfa_APAYLIN_Extract,Alfa_APAYLIN_Extract,ALL0134,ALL010SC_STG5,,
Alfa_APAYLIN_HDS_Load,RIP5_Staging01,,Alfa_APAYLIN_HDS_Load,Alfa_APAYLIN_HDS_Load,ALL0138,ALL010SC_HDS1,,
Alfa_APAYLIN_Load,RIP5_Staging01,,Alfa_APAYLIN_Load,Alfa_APAYLIN_Load,ALL0137,ALL010SC_STG5,,
Alfa_APAYLIN_Trans,RIP5_Staging01,,Alfa_APAYLIN_Trans,Alfa_APAYLIN_Trans,ALL0136,ALL010SC_STG5,,
Alfa_ARECVBL_Extract,RIP5_Staging01,,Alfa_ARECVBL_Extract,Alfa_ARECVBL_Extract,ALL0140,ALL010SC_STG5,,
Alfa_ARECVBL_HDS_Load,RIP5_Staging01,,Alfa_ARECVBL_HDS_Load,Alfa_ARECVBL_HDS_Load,ALL0144,ALL010SC_HDS1,,
Alfa_ARECVBL_Load,RIP5_Staging01,,Alfa_ARECVBL_Load,Alfa_ARECVBL_Load,ALL0143,ALL010SC_STG5,,
Alfa_ARECVBL_Trans,RIP5_Staging01,,Alfa_ARECVBL_Trans,Alfa_ARECVBL_Trans,ALL0142,ALL010SC_STG5,,
Alfa_ARENTAL_Extract,RIP5_Staging01,,Alfa_ARENTAL_Extract,Alfa_ARENTAL_Extract,ALL0146,ALL010SC_STG5,,
Alfa_ARENTAL_HDS_Load,RIP5_Staging01,,Alfa_ARENTAL_HDS_Load,Alfa_ARENTAL_HDS_Load,ALL0150,ALL010SC_HDS1,,
Alfa_ARENTAL_Load,RIP5_Staging01,,Alfa_ARENTAL_Load,Alfa_ARENTAL_Load,ALL0149,ALL010SC_STG5,,
Alfa_ARENTAL_Trans,RIP5_Staging01,,Alfa_ARENTAL_Trans,Alfa_ARENTAL_Trans,ALL0148,ALL010SC_STG5,,
Alfa_ASCHACU_Extract,RIP5_Staging01,,Alfa_ASCHACU_Extract,Alfa_ASCHACU_Extract,ALL0152,ALL010SC_STG6,,
Alfa_ASCHACU_HDS_Load,RIP5_Staging01,,Alfa_ASCHACU_HDS_Load,Alfa_ASCHACU_HDS_Load,ALL0156,ALL010SC_HDS1,,
Alfa_ASCHACU_Load,RIP5_Staging01,,Alfa_ASCHACU_Load,Alfa_ASCHACU_Load,ALL0155,ALL010SC_STG6,,
Alfa_ASCHACU_Trans,RIP5_Staging01,,Alfa_ASCHACU_Trans,Alfa_ASCHACU_Trans,ALL0154,ALL010SC_STG6,,
Alfa_ASCHEDL_Extract,RIP5_Staging01,,Alfa_ASCHEDL_Extract,Alfa_ASCHEDL_Extract,ALL0158,ALL010SC_STG6,,
Alfa_ASCHEDL_HDS_Load,RIP5_Staging01,,Alfa_ASCHEDL_HDS_Load,Alfa_ASCHEDL_HDS_Load,ALL0162,ALL010SC_HDS1,,
Alfa_ASCHEDL_Load,RIP5_Staging01,,Alfa_ASCHEDL_Load,Alfa_ASCHEDL_Load,ALL0161,ALL010SC_STG6,,
Alfa_ASCHEDL_Trans,RIP5_Staging01,,Alfa_ASCHEDL_Trans,Alfa_ASCHEDL_Trans,ALL0160,ALL010SC_STG6,,
Alfa_ATMDTCG_Extract,RIP5_Staging01,,Alfa_ATMDTCG_Extract,Alfa_ATMDTCG_Extract,ALL0164,ALL010SC_STG6,,
Alfa_ATMDTCG_HDS_Load,RIP5_Staging01,,Alfa_ATMDTCG_HDS_Load,Alfa_ATMDTCG_HDS_Load,ALL0168,ALL010SC_HDS1,,
Alfa_ATMDTCG_Load,RIP5_Staging01,,Alfa_ATMDTCG_Load,Alfa_ATMDTCG_Load,ALL0167,ALL010SC_STG6,,
Alfa_ATMDTCG_Trans,RIP5_Staging01,,Alfa_ATMDTCG_Trans,Alfa_ATMDTCG_Trans,ALL0166,ALL010SC_STG6,,
Alfa_ATMQTAS_Extract,RIP5_Staging01,,Alfa_ATMQTAS_Extract,Alfa_ATMQTAS_Extract,ALL0170,ALL010SC_STG6,,
Alfa_ATMQTAS_HDS_Load,RIP5_Staging01,,Alfa_ATMQTAS_HDS_Load,Alfa_ATMQTAS_HDS_Load,ALL0174,ALL010SC_HDS1,,
Alfa_ATMQTAS_Load,RIP5_Staging01,,Alfa_ATMQTAS_Load,Alfa_ATMQTAS_Load,ALL0173,ALL010SC_STG6,,
Alfa_ATMQTAS_Trans,RIP5_Staging01,,Alfa_ATMQTAS_Trans,Alfa_ATMQTAS_Trans,ALL0172,ALL010SC_STG6,,
Alfa_ATMQTCG_Extract,RIP5_Staging01,,Alfa_ATMQTCG_Extract,Alfa_ATMQTCG_Extract,ALL0176,ALL010SC_STG6,,
Alfa_ATMQTCG_HDS_Load,RIP5_Staging01,,Alfa_ATMQTCG_HDS_Load,Alfa_ATMQTCG_HDS_Load,ALL0180,ALL010SC_HDS1,,
Alfa_ATMQTCG_Load,RIP5_Staging01,,Alfa_ATMQTCG_Load,Alfa_ATMQTCG_Load,ALL0179,ALL010SC_STG6,,
Alfa_ATMQTCG_Trans,RIP5_Staging01,,Alfa_ATMQTCG_Trans,Alfa_ATMQTCG_Trans,ALL0178,ALL010SC_STG6,,
Alfa_ATMQTEX_Extract,RIP5_Staging01,,Alfa_ATMQTEX_Extract,Alfa_ATMQTEX_Extract,ALL0182,ALL010SC_STG7,,
Alfa_ATMQTEX_HDS_Load,RIP5_Staging01,,Alfa_ATMQTEX_HDS_Load,Alfa_ATMQTEX_HDS_Load,ALL0186,ALL010SC_HDS2,,
Alfa_ATMQTEX_Load,RIP5_Staging01,,Alfa_ATMQTEX_Load,Alfa_ATMQTEX_Load,ALL0185,ALL010SC_STG7,,
Alfa_ATMQTEX_Trans,RIP5_Staging01,,Alfa_ATMQTEX_Trans,Alfa_ATMQTEX_Trans,ALL0184,ALL010SC_STG7,,
Alfa_ATRMDET_Extract,RIP5_Staging01,,Alfa_ATRMDET_Extract,Alfa_ATRMDET_Extract,ALL0188,ALL010SC_STG7,,
Alfa_ATRMDET_HDS_Load,RIP5_Staging01,,Alfa_ATRMDET_HDS_Load,Alfa_ATRMDET_HDS_Load,ALL0192,ALL010SC_HDS2,,
Alfa_ATRMDET_Load,RIP5_Staging01,,Alfa_ATRMDET_Load,Alfa_ATRMDET_Load,ALL0191,ALL010SC_STG7,,
Alfa_ATRMDET_Trans,RIP5_Staging01,,Alfa_ATRMDET_Trans,Alfa_ATRMDET_Trans,ALL0190,ALL010SC_STG7,,
Alfa_ATRMQTE_Extract,RIP5_Staging01,,Alfa_ATRMQTE_Extract,Alfa_ATRMQTE_Extract,ALL0194,ALL010SC_STG7,,
Alfa_ATRMQTE_HDS_Load,RIP5_Staging01,,Alfa_ATRMQTE_HDS_Load,Alfa_ATRMQTE_HDS_Load,ALL0198,ALL010SC_HDS2,,
Alfa_ATRMQTE_Load,RIP5_Staging01,,Alfa_ATRMQTE_Load,Alfa_ATRMQTE_Load,ALL0197,ALL010SC_STG7,,
Alfa_ATRMQTE_Trans,RIP5_Staging01,,Alfa_ATRMQTE_Trans,Alfa_ATRMQTE_Trans,ALL0196,ALL010SC_STG7,,
Alfa_AUSRFLG_Extract,RIP5_Staging01,,Alfa_AUSRFLG_Extract,Alfa_AUSRFLG_Extract,ALL0200,ALL010SC_STG7,,
Alfa_AUSRFLG_HDS_Load,RIP5_Staging01,,Alfa_AUSRFLG_HDS_Load,Alfa_AUSRFLG_HDS_Load,ALL0204,ALL010SC_HDS2,,
Alfa_AUSRFLG_Load,RIP5_Staging01,,Alfa_AUSRFLG_Load,Alfa_AUSRFLG_Load,ALL0203,ALL010SC_STG7,,
Alfa_AUSRFLG_Trans,RIP5_Staging01,,Alfa_AUSRFLG_Trans,Alfa_AUSRFLG_Trans,ALL0202,ALL010SC_STG7,,
Alfa_BACSDATA_Extract,RIP5_Staging01,,Alfa_BACSDATA_Extract,Alfa_BACSDATA_Extract,ALL0206,ALL010SC_STG7,,
Alfa_BACSDATA_HDS_Load,RIP5_Staging01,,Alfa_BACSDATA_HDS_Load,Alfa_BACSDATA_HDS_Load,ALL0210,ALL010SC_HDS2,,
Alfa_BACSDATA_Load,RIP5_Staging01,,Alfa_BACSDATA_Load,Alfa_BACSDATA_Load,ALL0209,ALL010SC_STG7,,
Alfa_BACSDATA_Trans,RIP5_Staging01,,Alfa_BACSDATA_Trans,Alfa_BACSDATA_Trans,ALL0208,ALL010SC_STG7,,
Alfa_BACSMAN_Extract,RIP5_Staging01,,Alfa_BACSMAN_Extract,Alfa_BACSMAN_Extract,ALL0212,ALL010SC_STG8,,
Alfa_BACSMAN_HDS_Load,RIP5_Staging01,,Alfa_BACSMAN_HDS_Load,Alfa_BACSMAN_HDS_Load,ALL0216,ALL010SC_HDS2,,
Alfa_BACSMAN_Load,RIP5_Staging01,,Alfa_BACSMAN_Load,Alfa_BACSMAN_Load,ALL0215,ALL010SC_STG8,,
Alfa_BACSMAN_Trans,RIP5_Staging01,,Alfa_BACSMAN_Trans,Alfa_BACSMAN_Trans,ALL0214,ALL010SC_STG8,,
Alfa_BCSHBAL_Extract,RIP5_Staging01,,Alfa_BCSHBAL_Extract,Alfa_BCSHBAL_Extract,ALL0218,ALL010SC_STG8,,
Alfa_BCSHBAL_HDS_Load,RIP5_Staging01,,Alfa_BCSHBAL_HDS_Load,Alfa_BCSHBAL_HDS_Load,ALL0222,ALL010SC_HDS2,,
Alfa_BCSHBAL_Load,RIP5_Staging01,,Alfa_BCSHBAL_Load,Alfa_BCSHBAL_Load,ALL0221,ALL010SC_STG8,,
Alfa_BCSHBAL_Trans,RIP5_Staging01,,Alfa_BCSHBAL_Trans,Alfa_BCSHBAL_Trans,ALL0220,ALL010SC_STG8,,
Alfa_BCSHEVT_Extract,RIP5_Staging01,,Alfa_BCSHEVT_Extract,Alfa_BCSHEVT_Extract,ALL0224,ALL010SC_STG8,,
Alfa_BCSHEVT_HDS_Load,RIP5_Staging01,,Alfa_BCSHEVT_HDS_Load,Alfa_BCSHEVT_HDS_Load,ALL0228,ALL010SC_HDS2,,
Alfa_BCSHEVT_Load,RIP5_Staging01,,Alfa_BCSHEVT_Load,Alfa_BCSHEVT_Load,ALL0227,ALL010SC_STG8,,
Alfa_BCSHEVT_Trans,RIP5_Staging01,,Alfa_BCSHEVT_Trans,Alfa_BCSHEVT_Trans,ALL0226,ALL010SC_STG8,,
Alfa_BCSHMAN_Extract,RIP5_Staging01,,Alfa_BCSHMAN_Extract,Alfa_BCSHMAN_Extract,ALL0230,ALL010SC_STG8,,
Alfa_BCSHMAN_HDS_Load,RIP5_Staging01,,Alfa_BCSHMAN_HDS_Load,Alfa_BCSHMAN_HDS_Load,ALL0234,ALL010SC_HDS2,,
Alfa_BCSHMAN_Load,RIP5_Staging01,,Alfa_BCSHMAN_Load,Alfa_BCSHMAN_Load,ALL0233,ALL010SC_STG8,,
Alfa_BCSHMAN_Trans,RIP5_Staging01,,Alfa_BCSHMAN_Trans,Alfa_BCSHMAN_Trans,ALL0232,ALL010SC_STG8,,
Alfa_BUNCAMT_Extract,RIP5_Staging01,,Alfa_BUNCAMT_Extract,Alfa_BUNCAMT_Extract,ALL0236,ALL010SC_STG8,,
Alfa_BUNCAMT_HDS_Load,RIP5_Staging01,,Alfa_BUNCAMT_HDS_Load,Alfa_BUNCAMT_HDS_Load,ALL0240,ALL010SC_HDS2,,
Alfa_BUNCAMT_Load,RIP5_Staging01,,Alfa_BUNCAMT_Load,Alfa_BUNCAMT_Load,ALL0239,ALL010SC_STG8,,
Alfa_BUNCAMT_Trans,RIP5_Staging01,,Alfa_BUNCAMT_Trans,Alfa_BUNCAMT_Trans,ALL0238,ALL010SC_STG8,,
Alfa_C3PYBAL_Extract,RIP5_Staging01,,Alfa_C3PYBAL_Extract,Alfa_C3PYBAL_Extract,ALL0242,ALL010SC_STG9,,
Alfa_C3PYBAL_HDS_Load,RIP5_Staging01,,Alfa_C3PYBAL_HDS_Load,Alfa_C3PYBAL_HDS_Load,ALL0246,ALL010SC_HDS2,,
Alfa_C3PYBAL_Load,RIP5_Staging01,,Alfa_C3PYBAL_Load,Alfa_C3PYBAL_Load,ALL0245,ALL010SC_STG9,,
Alfa_C3PYBAL_Trans,RIP5_Staging01,,Alfa_C3PYBAL_Trans,Alfa_C3PYBAL_Trans,ALL0244,ALL010SC_STG9,,
Alfa_C3PYBIL_Extract,RIP5_Staging01,,Alfa_C3PYBIL_Extract,Alfa_C3PYBIL_Extract,ALL0248,ALL010SC_STG9,,
Alfa_C3PYBIL_HDS_Load,RIP5_Staging01,,Alfa_C3PYBIL_HDS_Load,Alfa_C3PYBIL_HDS_Load,ALL0252,ALL010SC_HDS2,,
Alfa_C3PYBIL_Load,RIP5_Staging01,,Alfa_C3PYBIL_Load,Alfa_C3PYBIL_Load,ALL0251,ALL010SC_STG9,,
Alfa_C3PYBIL_Trans,RIP5_Staging01,,Alfa_C3PYBIL_Trans,Alfa_C3PYBIL_Trans,ALL0250,ALL010SC_STG9,,
Alfa_C3PYEXT_Extract,RIP5_Staging01,,Alfa_C3PYEXT_Extract,Alfa_C3PYEXT_Extract,ALL0254,ALL010SC_STG9,,
Alfa_C3PYEXT_HDS_Load,RIP5_Staging01,,Alfa_C3PYEXT_HDS_Load,Alfa_C3PYEXT_HDS_Load,ALL0258,ALL010SC_HDS2,,
Alfa_C3PYEXT_Load,RIP5_Staging01,,Alfa_C3PYEXT_Load,Alfa_C3PYEXT_Load,ALL0257,ALL010SC_STG9,,
Alfa_C3PYEXT_Trans,RIP5_Staging01,,Alfa_C3PYEXT_Trans,Alfa_C3PYEXT_Trans,ALL0256,ALL010SC_STG9,,
Alfa_C3PYFIL_Extract,RIP5_Staging01,,Alfa_C3PYFIL_Extract,Alfa_C3PYFIL_Extract,ALL0260,ALL010SC_STG9,,
Alfa_C3PYFIL_HDS_Load,RIP5_Staging01,,Alfa_C3PYFIL_HDS_Load,Alfa_C3PYFIL_HDS_Load,ALL0264,ALL010SC_HDS2,,
Alfa_C3PYFIL_Load,RIP5_Staging01,,Alfa_C3PYFIL_Load,Alfa_C3PYFIL_Load,ALL0263,ALL010SC_STG9,,
Alfa_C3PYFIL_Trans,RIP5_Staging01,,Alfa_C3PYFIL_Trans,Alfa_C3PYFIL_Trans,ALL0262,ALL010SC_STG9,,
Alfa_C3PYLNK_Extract,RIP5_Staging01,,Alfa_C3PYLNK_Extract,Alfa_C3PYLNK_Extract,ALL0266,ALL010SC_STG9,,
Alfa_C3PYLNK_HDS_Load,RIP5_Staging01,,Alfa_C3PYLNK_HDS_Load,Alfa_C3PYLNK_HDS_Load,ALL0270,ALL010SC_HDS2,,
Alfa_C3PYLNK_Load,RIP5_Staging01,,Alfa_C3PYLNK_Load,Alfa_C3PYLNK_Load,ALL0269,ALL010SC_STG9,,
Alfa_C3PYLNK_Trans,RIP5_Staging01,,Alfa_C3PYLNK_Trans,Alfa_C3PYLNK_Trans,ALL0268,ALL010SC_STG9,,
Alfa_CBILADD_Extract,RIP5_Staging01,,Alfa_CBILADD_Extract,Alfa_CBILADD_Extract,ALL0272,ALL010SC_STG10,,
Alfa_CBILADD_HDS_Load,RIP5_Staging01,,Alfa_CBILADD_HDS_Load,Alfa_CBILADD_HDS_Load,ALL0276,ALL010SC_HDS2,,
Alfa_CBILADD_Load,RIP5_Staging01,,Alfa_CBILADD_Load,Alfa_CBILADD_Load,ALL0275,ALL010SC_STG10,,
Alfa_CBILADD_Trans,RIP5_Staging01,,Alfa_CBILADD_Trans,Alfa_CBILADD_Trans,ALL0274,ALL010SC_STG10,,
Alfa_CBILBAL_Extract,RIP5_Staging01,,Alfa_CBILBAL_Extract,Alfa_CBILBAL_Extract,ALL0278,ALL010SC_STG10,,
Alfa_CBILBAL_HDS_Load,RIP5_Staging01,,Alfa_CBILBAL_HDS_Load,Alfa_CBILBAL_HDS_Load,ALL0282,ALL010SC_HDS2,,
Alfa_CBILBAL_Load,RIP5_Staging01,,Alfa_CBILBAL_Load,Alfa_CBILBAL_Load,ALL0281,ALL010SC_STG10,,
Alfa_CBILBAL_Trans,RIP5_Staging01,,Alfa_CBILBAL_Trans,Alfa_CBILBAL_Trans,ALL0280,ALL010SC_STG10,,
Alfa_CBILCHG_Extract,RIP5_Staging01,,Alfa_CBILCHG_Extract,Alfa_CBILCHG_Extract,ALL0284,ALL010SC_STG10,,
Alfa_CBILCHG_HDS_Load,RIP5_Staging01,,Alfa_CBILCHG_HDS_Load,Alfa_CBILCHG_HDS_Load,ALL0288,ALL010SC_HDS2,,
Alfa_CBILCHG_Load,RIP5_Staging01,,Alfa_CBILCHG_Load,Alfa_CBILCHG_Load,ALL0287,ALL010SC_STG10,,
Alfa_CBILCHG_Trans,RIP5_Staging01,,Alfa_CBILCHG_Trans,Alfa_CBILCHG_Trans,ALL0286,ALL010SC_STG10,,
Alfa_CDRWDWN_Extract,RIP5_Staging01,,Alfa_CDRWDWN_Extract,Alfa_CDRWDWN_Extract,ALL0290,ALL010SC_STG10,,
Alfa_CDRWDWN_HDS_Load,RIP5_Staging01,,Alfa_CDRWDWN_HDS_Load,Alfa_CDRWDWN_HDS_Load,ALL0294,ALL010SC_HDS2,,
Alfa_CDRWDWN_Load,RIP5_Staging01,,Alfa_CDRWDWN_Load,Alfa_CDRWDWN_Load,ALL0293,ALL010SC_STG10,,
Alfa_CDRWDWN_Trans,RIP5_Staging01,,Alfa_CDRWDWN_Trans,Alfa_CDRWDWN_Trans,ALL0292,ALL010SC_STG10,,
Alfa_CEXPGRP_Extract,RIP5_Staging01,,Alfa_CEXPGRP_Extract,Alfa_CEXPGRP_Extract,ALL0296,ALL010SC_STG10,,
Alfa_CEXPGRP_HDS_Load,RIP5_Staging01,,Alfa_CEXPGRP_HDS_Load,Alfa_CEXPGRP_HDS_Load,ALL0300,ALL010SC_HDS2,,
Alfa_CEXPGRP_Load,RIP5_Staging01,,Alfa_CEXPGRP_Load,Alfa_CEXPGRP_Load,ALL0299,ALL010SC_STG10,,
Alfa_CEXPGRP_Trans,RIP5_Staging01,,Alfa_CEXPGRP_Trans,Alfa_CEXPGRP_Trans,ALL0298,ALL010SC_STG10,,
Alfa_CLCFFILE_Extract,RIP5_Staging01,,Alfa_CLCFFILE_Extract,Alfa_CLCFFILE_Extract,ALL0302,ALL010SC_STG11,,
Alfa_CLCFFILE_HDS_Load,RIP5_Staging01,,Alfa_CLCFFILE_HDS_Load,Alfa_CLCFFILE_HDS_Load,ALL0306,ALL010SC_HDS2,,
Alfa_CLCFFILE_Load,RIP5_Staging01,,Alfa_CLCFFILE_Load,Alfa_CLCFFILE_Load,ALL0305,ALL010SC_STG11,,
Alfa_CLCFFILE_Trans,RIP5_Staging01,,Alfa_CLCFFILE_Trans,Alfa_CLCFFILE_Trans,ALL0304,ALL010SC_STG11,,
Alfa_CLCSHFLW_Extract,RIP5_Staging01,,Alfa_CLCSHFLW_Extract,Alfa_CLCSHFLW_Extract,ALL0308,ALL010SC_STG11,,
Alfa_CLCSHFLW_HDS_Load,RIP5_Staging01,,Alfa_CLCSHFLW_HDS_Load,Alfa_CLCSHFLW_HDS_Load,ALL0312,ALL010SC_HDS2,,
Alfa_CLCSHFLW_Load,RIP5_Staging01,,Alfa_CLCSHFLW_Load,Alfa_CLCSHFLW_Load,ALL0311,ALL010SC_STG11,,
Alfa_CLCSHFLW_Trans,RIP5_Staging01,,Alfa_CLCSHFLW_Trans,Alfa_CLCSHFLW_Trans,ALL0310,ALL010SC_STG11,,
Alfa_CLETHST_Extract,RIP5_Staging01,,Alfa_CLETHST_Extract,Alfa_CLETHST_Extract,ALL0314,ALL010SC_STG11,,
Alfa_CLETHST_HDS_Load,RIP5_Staging01,,Alfa_CLETHST_HDS_Load,Alfa_CLETHST_HDS_Load,ALL0318,ALL010SC_HDS2,,
Alfa_CLETHST_Load,RIP5_Staging01,,Alfa_CLETHST_Load,Alfa_CLETHST_Load,ALL0317,ALL010SC_STG11,,
Alfa_CLETHST_Trans,RIP5_Staging01,,Alfa_CLETHST_Trans,Alfa_CLETHST_Trans,ALL0316,ALL010SC_STG11,,
Alfa_CLINCOME_Extract,RIP5_Staging01,,Alfa_CLINCOME_Extract,Alfa_CLINCOME_Extract,ALL0320,ALL010SC_STG11,,
Alfa_CLINCOME_HDS_Load,RIP5_Staging01,,Alfa_CLINCOME_HDS_Load,Alfa_CLINCOME_HDS_Load,ALL0324,ALL010SC_HDS2,,
